# Train Loss, Validation Loss, Validation Error, Test Error
5.986357932000158089e-01 3.566034359809679977e-01 5.364583333333333570e+01 2.149439102564102555e+01
3.599460132724733863e-01 3.546254348296385417e-01 4.727564102564102200e+01 0.000000000000000000e+00
3.599506887533801547e-01 3.549745820271663077e-01 4.289863782051281760e+01 0.000000000000000000e+00
3.599338134129841937e-01 3.541531062278991948e-01 3.736979166666667140e+01 0.000000000000000000e+00
3.599318762374091873e-01 3.552767546513141972e-01 4.601362179487179560e+01 0.000000000000000000e+00
3.599440065950758605e-01 3.523495854475559574e-01 3.735977564102563520e+01 0.000000000000000000e+00
3.599351683661544676e-01 3.553066857350178354e-01 5.117187500000000000e+01 0.000000000000000000e+00
3.599398412742874642e-01 3.545532772938410626e-01 4.421073717948718240e+01 0.000000000000000000e+00
3.599409238704223135e-01 3.512397014941924800e-01 4.060496794871794890e+01 0.000000000000000000e+00
3.599364433909978955e-01 3.537165591349968330e-01 4.195713141025640880e+01 0.000000000000000000e+00
3.599350656275412397e-01 3.531001378328372242e-01 4.562299679487179560e+01 0.000000000000000000e+00
3.599362019318679273e-01 3.536942272614210236e-01 4.682491987179487580e+01 0.000000000000000000e+00
3.599269490555168649e-01 3.518247038890153777e-01 4.635416666666667140e+01 0.000000000000000000e+00
3.599314841417575184e-01 3.540317309208405594e-01 3.693910256410256920e+01 0.000000000000000000e+00
3.599331300153263413e-01 3.554410812182304258e-01 6.289062500000000000e+01 0.000000000000000000e+00
3.599299008764544894e-01 3.539796998867622002e-01 3.878205128205128460e+01 0.000000000000000000e+00
3.599153536747723980e-01 3.553496316457406268e-01 4.690504807692308020e+01 0.000000000000000000e+00
3.599265850018686930e-01 3.529572230883133988e-01 4.261818910256410220e+01 0.000000000000000000e+00
3.599167108437287266e-01 3.521273682514826642e-01 3.911258012820512420e+01 0.000000000000000000e+00
3.599285953230032531e-01 3.525696362440402520e-01 3.647836538461538680e+01 0.000000000000000000e+00
3.599177235195036850e-01 3.523448873788882496e-01 3.752003205128205110e+01 0.000000000000000000e+00
3.599180960669984275e-01 3.520551400306897172e-01 3.615785256410256920e+01 0.000000000000000000e+00
3.599191620693577010e-01 3.537162710458804371e-01 3.388421474358974450e+01 0.000000000000000000e+00
3.599173359662134475e-01 3.520397051022602919e-01 3.546674679487179560e+01 0.000000000000000000e+00
3.599181589953222571e-01 3.531386603911717548e-01 4.463141025641025550e+01 0.000000000000000000e+00
3.599058280228485396e-01 3.528938056566776615e-01 3.887219551282051100e+01 0.000000000000000000e+00
3.599181530865595002e-01 3.527425370919398673e-01 3.905248397435897800e+01 0.000000000000000000e+00
3.599186399563045202e-01 3.525478820770214794e-01 4.060496794871794890e+01 0.000000000000000000e+00
3.599158494445914291e-01 3.531193756140195150e-01 3.884214743589743080e+01 0.000000000000000000e+00
3.599031531259275773e-01 3.514242753004416242e-01 4.001402243589743080e+01 0.000000000000000000e+00
3.599059761604559426e-01 3.530823450822096476e-01 3.654847756410256920e+01 0.000000000000000000e+00
3.599015082248426256e-01 3.528974056243896484e-01 4.186698717948718240e+01 0.000000000000000000e+00
3.598997054736213230e-01 3.535884309273499837e-01 3.723958333333332860e+01 0.000000000000000000e+00
3.599100421401696948e-01 3.513595335758649130e-01 2.955729166666666785e+01 0.000000000000000000e+00
3.598913625344319911e-01 3.528702549445323355e-01 3.213141025641025550e+01 0.000000000000000000e+00
3.599008444368912985e-01 3.513529430597256420e-01 3.187099358974359120e+01 0.000000000000000000e+00
3.598995579884398111e-01 3.517489502063164131e-01 3.731971153846153300e+01 0.000000000000000000e+00
3.598918558668863787e-01 3.525234300356644979e-01 3.938301282051281760e+01 0.000000000000000000e+00
3.598957844063153666e-01 3.532227988426501764e-01 3.140024038461538680e+01 0.000000000000000000e+00
3.598954746763551871e-01 3.532747278610865460e-01 3.174078525641025905e+01 0.000000000000000000e+00
3.598928204108643447e-01 3.509714213701394803e-01 2.639222756410256565e+01 0.000000000000000000e+00
3.598904984763514614e-01 3.523423809271592488e-01 3.147035256410256565e+01 0.000000000000000000e+00
3.598808186672680098e-01 3.507781590406711114e-01 3.088942307692307665e+01 0.000000000000000000e+00
3.598947923127308046e-01 3.515399407881956706e-01 3.442508012820512420e+01 0.000000000000000000e+00
3.598914050159746081e-01 3.503053730879074346e-01 3.726963141025640880e+01 0.000000000000000000e+00
3.598863977703463113e-01 3.527728578983209129e-01 3.769030448717948900e+01 0.000000000000000000e+00
3.598862957087788361e-01 3.522107165593367228e-01 3.278245192307691980e+01 0.000000000000000000e+00
3.598776986927889610e-01 3.528687846966279129e-01 3.064903846153846345e+01 0.000000000000000000e+00
3.598811484870217403e-01 3.509972936067825566e-01 2.547075320512820440e+01 0.000000000000000000e+00
3.598747634533169815e-01 3.520984829236299407e-01 2.958733974358974095e+01 0.000000000000000000e+00
3.598756772681042659e-01 3.534550609496923679e-01 4.179687500000000000e+01 0.000000000000000000e+00
3.598748406488410101e-01 3.504882810207513577e-01 2.857572115384615685e+01 0.000000000000000000e+00
3.598814111807679961e-01 3.522998209183032525e-01 2.583133012820512775e+01 0.000000000000000000e+00
3.598761071798378675e-01 3.530082549804296477e-01 3.554687500000000000e+01 0.000000000000000000e+00
3.598757822348134794e-01 3.520932545264561786e-01 2.421875000000000000e+01 0.000000000000000000e+00
3.598705668899452870e-01 3.525720811807192545e-01 3.181089743589743435e+01 0.000000000000000000e+00
3.598639784347710813e-01 3.515681055111762876e-01 2.969751602564102555e+01 0.000000000000000000e+00
3.598791503404005221e-01 3.520501733590394866e-01 3.050881410256410220e+01 0.000000000000000000e+00
3.598602131864641618e-01 3.517080736465943436e-01 2.565104166666666785e+01 0.000000000000000000e+00
3.598685313211596459e-01 3.519635735413966793e-01 3.060897435897436125e+01 0.000000000000000000e+00
3.598637593058405248e-01 3.512138239084146019e-01 2.917668269230769340e+01 0.000000000000000000e+00
3.598701656480211564e-01 3.523057301839192523e-01 4.011418269230769340e+01 0.000000000000000000e+00
3.598641114681035980e-01 3.505099809322601567e-01 3.344350961538461320e+01 0.000000000000000000e+00
3.598624476712875553e-01 3.505258949903341525e-01 2.867588141025640880e+01 0.000000000000000000e+00
3.598605786188236455e-01 3.513107551978184584e-01 3.534655448717948900e+01 0.000000000000000000e+00
3.598730261293338062e-01 3.505851274881607305e-01 3.264222756410256920e+01 0.000000000000000000e+00
3.598475572812759316e-01 3.514547118773826972e-01 3.646834935897436480e+01 0.000000000000000000e+00
3.598681943001012518e-01 3.506227544484994407e-01 2.978766025641025905e+01 0.000000000000000000e+00
3.598510978365673241e-01 3.512634623509187093e-01 2.921674679487179560e+01 0.000000000000000000e+00
3.598639087975394335e-01 3.504879875825001601e-01 2.632211538461538680e+01 0.000000000000000000e+00
3.598531727232454624e-01 3.512963335483502147e-01 3.543669871794871540e+01 0.000000000000000000e+00
3.598605917288911216e-01 3.499841972803457990e-01 2.461939102564102555e+01 0.000000000000000000e+00
3.598500419283445217e-01 3.506913804090939779e-01 2.719350961538461320e+01 0.000000000000000000e+00
3.598465618517023845e-01 3.503089386683244100e-01 2.923677884615384315e+01 0.000000000000000000e+00
3.598483966333420048e-01 3.514060057126559000e-01 2.927684294871794535e+01 0.000000000000000000e+00
3.598483756941638356e-01 3.485844975862747441e-01 2.672275641025640880e+01 0.000000000000000000e+00
3.598468321406708137e-01 3.526074366691784867e-01 3.309294871794871540e+01 0.000000000000000000e+00
3.598511717084122985e-01 3.506786441191648840e-01 3.086939102564102555e+01 0.000000000000000000e+00
3.598458038928438740e-01 3.508350256925973909e-01 2.785456730769230660e+01 0.000000000000000000e+00
3.598403009266362695e-01 3.506383861486728204e-01 2.824519230769230660e+01 0.000000000000000000e+00
3.598452222366955167e-01 3.509859362473854438e-01 2.595152243589743435e+01 0.000000000000000000e+00
3.598406235573952672e-01 3.494528084993362427e-01 2.569110576923077005e+01 0.000000000000000000e+00
3.598497759232290871e-01 3.506637250001614081e-01 2.874599358974359120e+01 0.000000000000000000e+00
3.598405592503600703e-01 3.531996508439381732e-01 2.316706730769230660e+01 0.000000000000000000e+00
3.598443446500101395e-01 3.505153273924803137e-01 2.421875000000000000e+01 0.000000000000000000e+00
3.598333288696569654e-01 3.510442555714876067e-01 2.447916666666666430e+01 0.000000000000000000e+00
3.598331586972882135e-01 3.502661222830796839e-01 2.471955128205128460e+01 0.000000000000000000e+00
3.598300845403407111e-01 3.490107731941418656e-01 2.545072115384615685e+01 0.000000000000000000e+00
3.598293339428159099e-01 3.491932593094996817e-01 2.573116987179487225e+01 0.000000000000000000e+00
3.598443883133052856e-01 3.502686814619944689e-01 2.071314102564102555e+01 0.000000000000000000e+00
3.598315300822307328e-01 3.500770616989869466e-01 2.404847756410256210e+01 0.000000000000000000e+00
3.598288202866795071e-01 3.501656754658772353e-01 2.586137820512820440e+01 0.000000000000000000e+00
3.598214087408468376e-01 3.493085427161974899e-01 2.718349358974359120e+01 0.000000000000000000e+00
3.598325116877613139e-01 3.497652373252770897e-01 2.576121794871794535e+01 0.000000000000000000e+00
3.598291355314849338e-01 3.495070953399707081e-01 2.133413461538461320e+01 0.000000000000000000e+00
3.598225302240268264e-01 3.492882469525703804e-01 2.906650641025640880e+01 0.000000000000000000e+00
3.598245779427060032e-01 3.496417284776002776e-01 2.651241987179487225e+01 0.000000000000000000e+00
3.598142504101201622e-01 3.483721006375092855e-01 2.434895833333333570e+01 0.000000000000000000e+00
3.598306355570919379e-01 3.498508364726335418e-01 2.612179487179487225e+01 0.000000000000000000e+00
3.598269352190064385e-01 3.496364981700212371e-01 2.324719551282051100e+01 0.000000000000000000e+00
3.598270472762309935e-01 3.488624015679726020e-01 2.231570512820512775e+01 0.000000000000000000e+00
3.598298660884559630e-01 3.504500710047208090e-01 2.614182692307692335e+01 0.000000000000000000e+00
3.598282014914949700e-01 3.495391267232405563e-01 2.360777243589743790e+01 0.000000000000000000e+00
3.598072068448009420e-01 3.498144493653224107e-01 2.777443910256410220e+01 0.000000000000000000e+00
3.598194228918382143e-01 3.502697761242206109e-01 2.406850961538461320e+01 0.000000000000000000e+00
3.598081166096238070e-01 3.495975954410357467e-01 2.744391025641025905e+01 0.000000000000000000e+00
