# Epoch, LR, Training Loss, Validation Loss, Validation Error, Best Epoch, Best Validation Error, Test Loss, Test Error
1.000000000000000000e+00 5.000000000000000104e-03 3.781548098728117480e-01 3.599664939519686691e-01 8.930288461538461320e+01 1.000000000000000000e+00 8.930288461538461320e+01 3.598384410142898560e-01 8.898237179487179560e+01
2.000000000000000000e+00 4.908739715099921623e-03 3.602507213735776093e-01 3.596337651595091223e-01 9.324919871794872961e+01 1.000000000000000000e+00 8.930288461538461320e+01 3.598384410142898560e-01 8.898237179487179560e+01
3.000000000000000000e+00 4.819145118119851946e-03 3.602497064980634822e-01 3.614729470931566935e-01 8.833133012820513841e+01 3.000000000000000000e+00 8.833133012820513841e+01 3.616817627961819159e-01 8.822115384615383959e+01
4.000000000000000000e+00 4.731185806828964481e-03 3.602451430692534262e-01 3.591451232249920356e-01 8.410456730769230660e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
5.000000000000000000e+00 4.644831933899680985e-03 3.602345587283034001e-01 3.612814805446527000e-01 8.972355769230769340e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
6.000000000000000000e+00 4.560054196779547535e-03 3.602288901127695953e-01 3.603944526268885729e-01 8.856169871794872961e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
7.000000000000000000e+00 4.476823827747967825e-03 3.602323801870140896e-01 3.610125527932093736e-01 9.414062500000000000e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
8.000000000000000000e+00 4.395112584154419778e-03 3.602250643479537606e-01 3.605003758118702772e-01 9.066506410256410220e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
9.000000000000000000e+00 4.314892738834849931e-03 3.602211836927985966e-01 3.591187347968419208e-01 8.797075320512820440e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
1.000000000000000000e+01 4.236137070702980859e-03 3.602237177190903972e-01 3.600935790783319490e-01 8.914262820512820440e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
1.100000000000000000e+01 4.158818855513353625e-03 3.602122749083035980e-01 3.606450790778184534e-01 9.429086538461538680e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
1.200000000000000000e+01 4.082911856792960197e-03 3.602120824365414031e-01 3.601619280301607828e-01 8.935296474358975161e+01 4.000000000000000000e+00 8.410456730769230660e+01 3.589931753201362485e-01 8.359375000000000000e+01
1.300000000000000000e+01 4.008390316938393629e-03 3.602103573586862284e-01 3.587206449264135344e-01 8.246193910256410220e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
1.400000000000000000e+01 3.935228948475491539e-03 3.602043032109285003e-01 3.591474481882193093e-01 8.759014423076922640e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
1.500000000000000000e+01 3.863402925478509956e-03 3.601972589507115297e-01 3.601737263110967868e-01 8.927283653846154721e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
1.600000000000000000e+01 3.792887875145917100e-03 3.601949603476958250e-01 3.605078049959280495e-01 8.816105769230769340e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
1.700000000000000000e+01 3.723659869529943531e-03 3.601991575112384880e-01 3.618714370024510019e-01 9.769631410256410220e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
1.800000000000000000e+01 3.655695417417085310e-03 3.601921763972822932e-01 3.592951175494071836e-01 8.486578525641024839e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
1.900000000000000000e+01 3.588971456356806772e-03 3.601857983517812722e-01 3.599730313588411224e-01 8.871193910256410220e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.000000000000000000e+01 3.523465344835732815e-03 3.601762073540732967e-01 3.597497894213749769e-01 9.109575320512820440e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.100000000000000000e+01 3.459154854594680487e-03 3.601756043232949289e-01 3.598357970133805872e-01 8.882211538461538680e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.200000000000000000e+01 3.396018163085920850e-03 3.601817503552671718e-01 3.593267863377546667e-01 8.543669871794872961e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.300000000000000000e+01 3.334033846068108504e-03 3.601662318555428621e-01 3.604226563221368806e-01 9.219751602564102200e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.400000000000000000e+01 3.273180870336372516e-03 3.601694933260060072e-01 3.612949275053464193e-01 9.368990384615383959e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.500000000000000000e+01 3.213438586585095919e-03 3.601703516310069131e-01 3.596260073857429629e-01 9.004407051282051100e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.600000000000000000e+01 3.154786722400963837e-03 3.601568609231190488e-01 3.596659921682797689e-01 8.940304487179486159e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.700000000000000000e+01 3.097205375383904526e-03 3.601643003937794463e-01 3.606408081757716544e-01 9.066506410256410220e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.800000000000000000e+01 3.040675006393586677e-03 3.601614143770051624e-01 3.599727249298340093e-01 8.647836538461538680e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
2.900000000000000000e+01 2.985176432919181382e-03 3.601536415752810139e-01 3.601610450408397335e-01 8.759014423076922640e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.000000000000000000e+01 2.930690822570140592e-03 3.601523290250530640e-01 3.601499199867248535e-01 8.910256410256410220e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.100000000000000000e+01 2.877199686685781577e-03 3.601468970525807389e-01 3.609198633676919954e-01 9.793669871794872961e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.200000000000000000e+01 2.824684874061509417e-03 3.601497463297979595e-01 3.597960197008572836e-01 8.987379807692306599e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.300000000000000000e+01 2.773128564789550336e-03 3.601455532117980862e-01 3.600704211455125203e-01 9.018429487179486159e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.400000000000000000e+01 2.722513264212102473e-03 3.601426543519560264e-01 3.592879925018701570e-01 8.780048076923077360e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.500000000000000000e+01 2.672821796984854986e-03 3.601353913263032891e-01 3.596776742965747120e-01 8.725961538461538680e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.600000000000000000e+01 2.624037301248859696e-03 3.601310886631045038e-01 3.596100444212937952e-01 8.391426282051281760e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.700000000000000000e+01 2.576143222908779031e-03 3.601398480356718945e-01 3.601896499211971747e-01 9.028445512820513841e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.800000000000000000e+01 2.529123310015566912e-03 3.601370988279468111e-01 3.601155892396584735e-01 9.424078525641024839e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
3.900000000000000000e+01 2.482961607251677003e-03 3.601299139580367847e-01 3.601706677522414912e-01 9.191706730769230660e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.000000000000000000e+01 2.437642450516928298e-03 3.601259625412043253e-01 3.603507792338346838e-01 9.604366987179486159e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.100000000000000000e+01 2.393150461613188350e-03 3.601276606236561983e-01 3.596176822216082813e-01 8.701923076923077360e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.200000000000000000e+01 2.349470543026073530e-03 3.601215457503699202e-01 3.595587718181120773e-01 9.474158653846154721e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.300000000000000000e+01 2.306587872801893393e-03 3.601263579588698804e-01 3.599296384132825155e-01 8.645833333333334281e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.400000000000000000e+01 2.264487899518100120e-03 3.601134348655997686e-01 3.598083058993021832e-01 9.100560897435897800e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.500000000000000000e+01 2.223156337345539961e-03 3.601175895250401382e-01 3.593333558394358751e-01 8.742988782051281760e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.600000000000000000e+01 2.182579161200826155e-03 3.601155399889997000e-01 3.594219180253835910e-01 8.503605769230769340e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.700000000000000000e+01 2.142742601987194032e-03 3.601129853911933520e-01 3.600929329792658673e-01 9.058493589743589780e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.800000000000000000e+01 2.103633141922216752e-03 3.601103024003855513e-01 3.597455517603800890e-01 9.112580128205127039e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
4.900000000000000000e+01 2.065237509950803088e-03 3.601063165940843747e-01 3.597114498798663629e-01 9.188701923076922640e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
5.000000000000000000e+01 2.027542677241915559e-03 3.601033750558849111e-01 3.601908653210371125e-01 9.358974358974359120e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
5.100000000000000000e+01 1.990535852767482804e-03 3.601028999141812070e-01 3.602924526501924407e-01 9.468149038461538680e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
5.200000000000000000e+01 1.954204478962006525e-03 3.601056454625503611e-01 3.603853835509373549e-01 9.033453525641024839e+01 1.300000000000000000e+01 8.246193910256410220e+01 3.586627539151754362e-01 8.193108974358975161e+01
5.300000000000000000e+01 1.918536227461390201e-03 3.600977669680766602e-01 3.595593823836399916e-01 8.207131410256410220e+01 5.300000000000000000e+01 8.207131410256410220e+01 3.594499027881866704e-01 8.209134615384616041e+01
5.400000000000000000e+01 1.883518994919540675e-03 3.600980103694081391e-01 3.601164813989248259e-01 8.564703525641024839e+01 5.300000000000000000e+01 8.207131410256410220e+01 3.594499027881866704e-01 8.209134615384616041e+01
5.500000000000000000e+01 1.849140898901327490e-03 3.600951259068004839e-01 3.599726359049479352e-01 9.033453525641024839e+01 5.300000000000000000e+01 8.207131410256410220e+01 3.594499027881866704e-01 8.209134615384616041e+01
5.600000000000000000e+01 1.815390273850503097e-03 3.600966351438789625e-01 3.594699032031573038e-01 8.875200320512820440e+01 5.300000000000000000e+01 8.207131410256410220e+01 3.594499027881866704e-01 8.209134615384616041e+01
5.700000000000000000e+01 1.782255667131217624e-03 3.600956687253962230e-01 3.593757450580596924e-01 8.627804487179486159e+01 5.300000000000000000e+01 8.207131410256410220e+01 3.594499027881866704e-01 8.209134615384616041e+01
