7.700000000000000000e+02 9.000000000000000000e+00 6.200000000000000000e+01 1.700000000000000000e+01 1.000000000000000000e+01 3.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+00 9.700000000000000000e+01 2.100000000000000000e+01
2.300000000000000000e+01 8.140000000000000000e+02 1.500000000000000000e+01 1.200000000000000000e+01 2.000000000000000000e+00 7.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 5.400000000000000000e+01 6.700000000000000000e+01
6.900000000000000000e+01 3.000000000000000000e+00 7.370000000000000000e+02 5.100000000000000000e+01 4.700000000000000000e+01 4.300000000000000000e+01 1.800000000000000000e+01 1.300000000000000000e+01 1.500000000000000000e+01 4.000000000000000000e+00
3.200000000000000000e+01 5.000000000000000000e+00 1.670000000000000000e+02 5.200000000000000000e+02 3.400000000000000000e+01 1.690000000000000000e+02 2.400000000000000000e+01 1.400000000000000000e+01 2.700000000000000000e+01 8.000000000000000000e+00
3.100000000000000000e+01 5.000000000000000000e+00 1.730000000000000000e+02 8.400000000000000000e+01 5.480000000000000000e+02 4.800000000000000000e+01 2.000000000000000000e+01 5.400000000000000000e+01 3.200000000000000000e+01 5.000000000000000000e+00
2.200000000000000000e+01 3.000000000000000000e+00 1.190000000000000000e+02 1.380000000000000000e+02 1.600000000000000000e+01 6.570000000000000000e+02 8.000000000000000000e+00 2.500000000000000000e+01 1.100000000000000000e+01 1.000000000000000000e+00
1.400000000000000000e+01 2.000000000000000000e+00 1.370000000000000000e+02 8.100000000000000000e+01 2.200000000000000000e+01 5.000000000000000000e+01 6.770000000000000000e+02 3.000000000000000000e+00 1.200000000000000000e+01 2.000000000000000000e+00
2.200000000000000000e+01 2.000000000000000000e+00 8.300000000000000000e+01 3.900000000000000000e+01 4.000000000000000000e+01 8.000000000000000000e+01 1.000000000000000000e+00 7.110000000000000000e+02 1.300000000000000000e+01 9.000000000000000000e+00
4.100000000000000000e+01 2.000000000000000000e+01 1.700000000000000000e+01 9.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 8.870000000000000000e+02 1.200000000000000000e+01
3.800000000000000000e+01 5.700000000000000000e+01 1.900000000000000000e+01 2.400000000000000000e+01 5.000000000000000000e+00 1.500000000000000000e+01 3.000000000000000000e+00 1.200000000000000000e+01 8.100000000000000000e+01 7.460000000000000000e+02
