6.050000000000000000e+02 1.400000000000000000e+01 9.000000000000000000e+01 1.700000000000000000e+01 2.100000000000000000e+01 2.500000000000000000e+01 2.000000000000000000e+01 1.200000000000000000e+01 1.590000000000000000e+02 3.700000000000000000e+01
4.100000000000000000e+01 6.330000000000000000e+02 1.300000000000000000e+01 2.400000000000000000e+01 1.000000000000000000e+01 2.300000000000000000e+01 1.200000000000000000e+01 1.100000000000000000e+01 1.220000000000000000e+02 1.110000000000000000e+02
7.800000000000000000e+01 9.000000000000000000e+00 5.060000000000000000e+02 6.300000000000000000e+01 1.040000000000000000e+02 8.400000000000000000e+01 6.200000000000000000e+01 3.400000000000000000e+01 4.600000000000000000e+01 1.400000000000000000e+01
4.900000000000000000e+01 1.700000000000000000e+01 1.640000000000000000e+02 2.990000000000000000e+02 7.800000000000000000e+01 2.030000000000000000e+02 9.300000000000000000e+01 2.900000000000000000e+01 4.400000000000000000e+01 2.400000000000000000e+01
4.600000000000000000e+01 1.000000000000000000e+01 1.850000000000000000e+02 6.200000000000000000e+01 4.600000000000000000e+02 5.400000000000000000e+01 4.500000000000000000e+01 9.600000000000000000e+01 3.500000000000000000e+01 7.000000000000000000e+00
2.600000000000000000e+01 9.000000000000000000e+00 1.380000000000000000e+02 1.570000000000000000e+02 4.600000000000000000e+01 5.030000000000000000e+02 3.700000000000000000e+01 5.500000000000000000e+01 2.000000000000000000e+01 9.000000000000000000e+00
1.600000000000000000e+01 1.600000000000000000e+01 1.030000000000000000e+02 5.400000000000000000e+01 1.180000000000000000e+02 3.600000000000000000e+01 6.210000000000000000e+02 1.400000000000000000e+01 1.100000000000000000e+01 1.100000000000000000e+01
2.500000000000000000e+01 1.000000000000000000e+01 8.800000000000000000e+01 5.400000000000000000e+01 7.300000000000000000e+01 1.200000000000000000e+02 1.700000000000000000e+01 5.830000000000000000e+02 1.600000000000000000e+01 1.400000000000000000e+01
9.500000000000000000e+01 3.600000000000000000e+01 2.400000000000000000e+01 6.000000000000000000e+00 1.000000000000000000e+01 1.700000000000000000e+01 7.000000000000000000e+00 6.000000000000000000e+00 7.790000000000000000e+02 2.000000000000000000e+01
4.600000000000000000e+01 1.200000000000000000e+02 2.400000000000000000e+01 4.200000000000000000e+01 1.400000000000000000e+01 3.400000000000000000e+01 2.200000000000000000e+01 2.900000000000000000e+01 1.140000000000000000e+02 5.550000000000000000e+02
