6.520000000000000000e+02 2.200000000000000000e+01 6.200000000000000000e+01 1.300000000000000000e+01 8.000000000000000000e+00 3.800000000000000000e+01 3.000000000000000000e+00 1.100000000000000000e+01 1.670000000000000000e+02 2.400000000000000000e+01
4.800000000000000000e+01 6.780000000000000000e+02 1.200000000000000000e+01 1.200000000000000000e+01 2.000000000000000000e+00 3.600000000000000000e+01 5.000000000000000000e+00 8.000000000000000000e+00 1.310000000000000000e+02 6.800000000000000000e+01
1.060000000000000000e+02 9.000000000000000000e+00 5.040000000000000000e+02 5.700000000000000000e+01 5.100000000000000000e+01 1.540000000000000000e+02 3.200000000000000000e+01 3.200000000000000000e+01 4.700000000000000000e+01 8.000000000000000000e+00
5.700000000000000000e+01 2.400000000000000000e+01 1.320000000000000000e+02 2.680000000000000000e+02 3.500000000000000000e+01 3.300000000000000000e+02 4.500000000000000000e+01 4.000000000000000000e+01 4.100000000000000000e+01 2.800000000000000000e+01
5.000000000000000000e+01 1.800000000000000000e+01 2.650000000000000000e+02 6.900000000000000000e+01 3.000000000000000000e+02 1.250000000000000000e+02 3.000000000000000000e+01 1.100000000000000000e+02 2.900000000000000000e+01 4.000000000000000000e+00
2.100000000000000000e+01 7.000000000000000000e+00 1.050000000000000000e+02 1.210000000000000000e+02 1.900000000000000000e+01 6.230000000000000000e+02 1.200000000000000000e+01 6.100000000000000000e+01 2.400000000000000000e+01 7.000000000000000000e+00
1.900000000000000000e+01 2.200000000000000000e+01 1.290000000000000000e+02 8.300000000000000000e+01 6.500000000000000000e+01 1.190000000000000000e+02 5.060000000000000000e+02 2.500000000000000000e+01 2.300000000000000000e+01 9.000000000000000000e+00
2.500000000000000000e+01 3.000000000000000000e+00 7.200000000000000000e+01 3.700000000000000000e+01 3.100000000000000000e+01 1.660000000000000000e+02 6.000000000000000000e+00 6.330000000000000000e+02 1.000000000000000000e+01 1.700000000000000000e+01
1.100000000000000000e+02 4.000000000000000000e+01 1.700000000000000000e+01 5.000000000000000000e+00 2.000000000000000000e+00 2.500000000000000000e+01 4.000000000000000000e+00 1.000000000000000000e+01 7.740000000000000000e+02 1.300000000000000000e+01
5.700000000000000000e+01 1.430000000000000000e+02 3.000000000000000000e+01 4.100000000000000000e+01 3.000000000000000000e+00 5.000000000000000000e+01 6.000000000000000000e+00 4.500000000000000000e+01 1.270000000000000000e+02 4.980000000000000000e+02
